V	C
16.086	4.91449e-12
16.087	4.91372e-12
16.088	4.91372e-12
16.089	4.91298e-12
16.09	4.91298e-12
16.091	4.91222e-12
16.092	4.91222e-12
16.093	4.91148e-12
16.094	4.91148e-12
16.095	4.91072e-12
16.096	4.91072e-12
16.097	4.90997e-12
16.098	4.90997e-12
16.099	4.90922e-12
16.1	4.90922e-12
16.101	4.90847e-12
16.102	4.90847e-12
16.103	4.90772e-12
16.104	4.90772e-12
16.105	4.90697e-12
16.106	4.90697e-12
16.107	4.90621e-12
16.108	4.90621e-12
16.109	4.90546e-12
16.11	4.90546e-12
16.111	4.90472e-12
16.112	4.90472e-12
16.113	4.90396e-12
16.114	4.90396e-12
16.115	4.90322e-12
16.116	4.90322e-12
16.117	4.90246e-12
16.118	4.90246e-12
16.119	4.90171e-12
16.12	4.90171e-12
16.121	4.90095e-12
16.122	4.90095e-12
16.123	4.90022e-12
16.124	4.90022e-12
16.125	4.89946e-12
16.126	4.89946e-12
16.127	4.89871e-12
16.128	4.89871e-12
16.129	4.89797e-12
16.13	4.89797e-12
16.131	4.89721e-12
16.132	4.89721e-12
16.133	4.89647e-12
16.134	4.89647e-12
16.135	4.89572e-12
16.136	4.89572e-12
16.137	4.89498e-12
16.138	4.89498e-12
16.139	4.89423e-12
16.14	4.89423e-12
16.141	4.89348e-12
16.142	4.89348e-12
16.143	4.89273e-12
16.144	4.89273e-12
16.145	4.89198e-12
16.146	4.89198e-12
16.147	4.89124e-12
16.148	4.89124e-12
16.149	4.89049e-12
16.15	4.89049e-12
16.151	4.88975e-12
16.152	4.88975e-12
16.153	4.88898e-12
16.154	4.88898e-12
16.155	4.88825e-12
16.156	4.88825e-12
16.157	4.8875e-12
16.158	4.8875e-12
16.159	4.88676e-12
16.16	4.88676e-12
16.161	4.88601e-12
16.162	4.88601e-12
16.163	4.88527e-12
16.164	4.88527e-12
16.165	4.88453e-12
16.166	4.88453e-12
16.167	4.88377e-12
16.168	4.88377e-12
16.169	4.88304e-12
16.17	4.88304e-12
16.171	4.88228e-12
16.172	4.88228e-12
16.173	4.88153e-12
16.174	4.88153e-12
16.175	4.8808e-12
16.176	4.8808e-12
16.177	4.88005e-12
16.178	4.88005e-12
16.179	4.87931e-12
16.18	4.87931e-12
16.181	4.87856e-12
16.182	4.87856e-12
16.183	4.87782e-12
16.184	4.87782e-12
16.185	4.87708e-12
16.186	4.87708e-12
16.187	4.87634e-12
16.188	4.87634e-12
16.189	4.87559e-12
16.19	4.87559e-12
16.191	4.87485e-12
16.192	4.87485e-12
16.193	4.87411e-12
16.194	4.87411e-12
16.195	4.87337e-12
16.196	4.87337e-12
16.197	4.87261e-12
16.198	4.87261e-12
16.199	4.87188e-12
16.2	4.87188e-12
16.201	4.87114e-12
16.202	4.87114e-12
16.203	4.8704e-12
16.204	4.8704e-12
16.205	4.86966e-12
16.206	4.86966e-12
16.207	4.86891e-12
16.208	4.86891e-12
16.209	4.86817e-12
16.21	4.86817e-12
16.211	4.86744e-12
16.212	4.86744e-12
16.213	4.86668e-12
16.214	4.86668e-12
16.215	4.86595e-12
16.216	4.86595e-12
16.217	4.86522e-12
16.218	4.86522e-12
16.219	4.86446e-12
16.22	4.86446e-12
16.221	4.86373e-12
16.222	4.86373e-12
16.223	4.86299e-12
16.224	4.86299e-12
16.225	4.86225e-12
16.226	4.86225e-12
16.227	4.8615e-12
16.228	4.8615e-12
16.229	4.86078e-12
16.23	4.86078e-12
16.231	4.86003e-12
16.232	4.86003e-12
16.233	4.85929e-12
16.234	4.85929e-12
16.235	4.85855e-12
16.236	4.85855e-12
16.237	4.85782e-12
16.238	4.85782e-12
16.239	4.85707e-12
16.24	4.85707e-12
16.241	4.85634e-12
16.242	4.85634e-12
16.243	4.8556e-12
16.244	4.8556e-12
16.245	4.85486e-12
16.246	4.85486e-12
16.247	4.85413e-12
16.248	4.85413e-12
16.249	4.85339e-12
16.25	4.85339e-12
16.251	4.85265e-12
16.252	4.85265e-12
16.253	4.85192e-12
16.254	4.85192e-12
16.255	4.85118e-12
16.256	4.85118e-12
16.257	4.85044e-12
16.258	4.85044e-12
16.259	4.84969e-12
16.26	4.84969e-12
16.261	4.84897e-12
16.262	4.84897e-12
16.263	4.84823e-12
16.264	4.84823e-12
16.265	4.84749e-12
16.266	4.84749e-12
16.267	4.84676e-12
16.268	4.84676e-12
16.269	4.84602e-12
16.27	4.84602e-12
16.271	4.84529e-12
16.272	4.84529e-12
16.273	4.84454e-12
16.274	4.84454e-12
16.275	4.84382e-12
16.276	4.84382e-12
16.277	4.84308e-12
16.278	4.84308e-12
16.279	4.84234e-12
16.28	4.84234e-12
16.281	4.84161e-12
16.282	4.84161e-12
16.283	4.84088e-12
16.284	4.84088e-12
16.285	4.84014e-12
16.286	4.84014e-12
16.287	4.83941e-12
16.288	4.83941e-12
16.289	4.83867e-12
16.29	4.83867e-12
16.291	4.83794e-12
16.292	4.83794e-12
16.293	4.83721e-12
16.294	4.83721e-12
16.295	4.83647e-12
16.296	4.83647e-12
16.297	4.83574e-12
16.298	4.83574e-12
16.299	4.83501e-12
16.3	4.83501e-12
16.301	4.83428e-12
16.302	4.83428e-12
16.303	4.83355e-12
16.304	4.83355e-12
16.305	4.83282e-12
16.306	4.83282e-12
16.307	4.83207e-12
16.308	4.83207e-12
16.309	4.83134e-12
16.31	4.83134e-12
16.311	4.83061e-12
16.312	4.83061e-12
16.313	4.82988e-12
16.314	4.82988e-12
16.315	4.82915e-12
16.316	4.82915e-12
16.317	4.82842e-12
16.318	4.82842e-12
16.319	4.82769e-12
16.32	4.82769e-12
16.321	4.82696e-12
16.322	4.82696e-12
16.323	4.82623e-12
16.324	4.82623e-12
16.325	4.82549e-12
16.326	4.82549e-12
16.327	4.82476e-12
16.328	4.82476e-12
16.329	4.82403e-12
16.33	4.82403e-12
16.331	4.8233e-12
16.332	4.8233e-12
16.333	4.82258e-12
16.334	4.82258e-12
16.335	4.82185e-12
16.336	4.82185e-12
16.337	4.82112e-12
16.338	4.82112e-12
16.339	4.82039e-12
16.34	4.82039e-12
16.341	4.81966e-12
16.342	4.81966e-12
16.343	4.81894e-12
16.344	4.81894e-12
16.345	4.81821e-12
16.346	4.81821e-12
16.347	4.81747e-12
16.348	4.81747e-12
16.349	4.81674e-12
16.35	4.81674e-12
16.351	4.81602e-12
16.352	4.81602e-12
16.353	4.81529e-12
16.354	4.81529e-12
16.355	4.81456e-12
16.356	4.81456e-12
16.357	4.81384e-12
16.358	4.81384e-12
16.359	4.81311e-12
16.36	4.81311e-12
16.361	4.81237e-12
16.362	4.81237e-12
16.363	4.81166e-12
16.364	4.81166e-12
16.365	4.81093e-12
16.366	4.81093e-12
16.367	4.81019e-12
16.368	4.81019e-12
16.369	4.80947e-12
16.37	4.80947e-12
16.371	4.80875e-12
16.372	4.80875e-12
16.373	4.80802e-12
16.374	4.80802e-12
16.375	4.80728e-12
16.376	4.80728e-12
16.377	4.80657e-12
16.378	4.80657e-12
16.379	4.80584e-12
16.38	4.80584e-12
16.381	4.80512e-12
16.382	4.80512e-12
16.383	4.80439e-12
16.384	4.80439e-12
16.385	4.80366e-12
16.386	4.80366e-12
16.387	4.80294e-12
16.388	4.80294e-12
16.389	4.80222e-12
16.39	4.80222e-12
16.391	4.80149e-12
16.392	4.80149e-12
16.393	4.80077e-12
16.394	4.80077e-12
16.395	4.80004e-12
16.396	4.80004e-12
16.397	4.79933e-12
16.398	4.79933e-12
16.399	4.79859e-12
16.4	4.79859e-12
16.401	4.79787e-12
16.402	4.79787e-12
16.403	4.79715e-12
16.404	4.79715e-12
16.405	4.79642e-12
16.406	4.79642e-12
16.407	4.7957e-12
16.408	4.7957e-12
16.409	4.79499e-12
16.41	4.79499e-12
16.411	4.79427e-12
16.412	4.79427e-12
16.413	4.79354e-12
16.414	4.79354e-12
16.415	4.79281e-12
16.416	4.79281e-12
16.417	4.79209e-12
16.418	4.79209e-12
16.419	4.79137e-12
16.42	4.79137e-12
16.421	4.79064e-12
16.422	4.79064e-12
16.423	4.78993e-12
16.424	4.78993e-12
16.425	4.78921e-12
16.426	4.78921e-12
16.427	4.78849e-12
16.428	4.78849e-12
16.429	4.78776e-12
16.43	4.78776e-12
16.431	4.78704e-12
16.432	4.78704e-12
16.433	4.78632e-12
16.434	4.78632e-12
16.435	4.78561e-12
16.436	4.78561e-12
16.437	4.78487e-12
16.438	4.78487e-12
16.439	4.78417e-12
16.44	4.78417e-12
16.441	4.78344e-12
16.442	4.78344e-12
16.443	4.78272e-12
16.444	4.78272e-12
16.445	4.782e-12
16.446	4.782e-12
16.447	4.78127e-12
16.448	4.78127e-12
16.449	4.78056e-12
16.45	4.78056e-12
16.451	4.77984e-12
16.452	4.77984e-12
16.453	4.77912e-12
16.454	4.77912e-12
16.455	4.77841e-12
16.456	4.77841e-12
16.457	4.77768e-12
16.458	4.77768e-12
16.459	4.77697e-12
16.46	4.77697e-12
16.461	4.77626e-12
16.462	4.77626e-12
16.463	4.77553e-12
16.464	4.77553e-12
16.465	4.77482e-12
16.466	4.77482e-12
16.467	4.7741e-12
16.468	4.7741e-12
16.469	4.77337e-12
16.47	4.77337e-12
16.471	4.77266e-12
16.472	4.77266e-12
16.473	4.77194e-12
16.474	4.77194e-12
16.475	4.77123e-12
16.476	4.77123e-12
16.477	4.77051e-12
16.478	4.77051e-12
16.479	4.76978e-12
16.48	4.76978e-12
16.481	4.76907e-12
16.482	4.76907e-12
16.483	4.76836e-12
16.484	4.76836e-12
16.485	4.76764e-12
16.486	4.76764e-12
16.487	4.76693e-12
16.488	4.76693e-12
16.489	4.76621e-12
16.49	4.76621e-12
16.491	4.76549e-12
16.492	4.76549e-12
16.493	4.76479e-12
16.494	4.76479e-12
16.495	4.76407e-12
16.496	4.76407e-12
16.497	4.76336e-12
16.498	4.76336e-12
16.499	4.76263e-12
16.5	4.76263e-12
16.501	4.76191e-12
16.502	4.76191e-12
16.503	4.7612e-12
16.504	4.7612e-12
16.505	4.7605e-12
16.506	4.7605e-12
16.507	4.75978e-12
16.508	4.75978e-12
16.509	4.75906e-12
16.51	4.75906e-12
16.511	4.75835e-12
16.512	4.75835e-12
16.513	4.75764e-12
16.514	4.75764e-12
16.515	4.75692e-12
16.516	4.75692e-12
16.517	4.75621e-12
16.518	4.75621e-12
16.519	4.75549e-12
16.52	4.75549e-12
16.521	4.75479e-12
16.522	4.75479e-12
16.523	4.75408e-12
16.524	4.75408e-12
16.525	4.75335e-12
16.526	4.75335e-12
16.527	4.75265e-12
16.528	4.75265e-12
16.529	4.75193e-12
16.53	4.75193e-12
16.531	4.75122e-12
16.532	4.75122e-12
16.533	4.7505e-12
16.534	4.7505e-12
16.535	4.7498e-12
16.536	4.7498e-12
16.537	4.74908e-12
16.538	4.74908e-12
16.539	4.74837e-12
16.54	4.74837e-12
16.541	4.74767e-12
16.542	4.74767e-12
16.543	4.74695e-12
16.544	4.74695e-12
16.545	4.74624e-12
16.546	4.74624e-12
16.547	4.74553e-12
16.548	4.74553e-12
16.549	4.74482e-12
16.55	4.74482e-12
16.551	4.74412e-12
16.552	4.74412e-12
16.553	4.74341e-12
16.554	4.74341e-12
16.555	4.7427e-12
16.556	4.7427e-12
16.557	4.74198e-12
16.558	4.74198e-12
16.559	4.74127e-12
16.56	4.74127e-12
16.561	4.74056e-12
16.562	4.74056e-12
16.563	4.73986e-12
16.564	4.73986e-12
16.565	4.73914e-12
16.566	4.73914e-12
16.567	4.73843e-12
16.568	4.73843e-12
16.569	4.73772e-12
16.57	4.73772e-12
16.571	4.73701e-12
16.572	4.73701e-12
16.573	4.7363e-12
16.574	4.7363e-12
16.575	4.73561e-12
16.576	4.73561e-12
16.577	4.7349e-12
16.578	4.7349e-12
16.579	4.73419e-12
16.58	4.73419e-12
16.581	4.73348e-12
16.582	4.73348e-12
16.583	4.73277e-12
16.584	4.73277e-12
16.585	4.73206e-12
16.586	4.73206e-12
16.587	4.73136e-12
16.588	4.73136e-12
16.589	4.73065e-12
16.59	4.73065e-12
16.591	4.72995e-12
16.592	4.72995e-12
16.593	4.72924e-12
16.594	4.72924e-12
16.595	4.72853e-12
16.596	4.72853e-12
16.597	4.72783e-12
16.598	4.72783e-12
16.599	4.72711e-12
16.6	4.72711e-12
16.601	4.72642e-12
16.602	4.72642e-12
16.603	4.7257e-12
16.604	4.7257e-12
16.605	4.725e-12
16.606	4.725e-12
16.607	4.7243e-12
16.608	4.7243e-12
16.609	4.72359e-12
16.61	4.72359e-12
16.611	4.72289e-12
16.612	4.72289e-12
16.613	4.72218e-12
16.614	4.72218e-12
16.615	4.72147e-12
16.616	4.72147e-12
16.617	4.72078e-12
16.618	4.72078e-12
16.619	4.72007e-12
16.62	4.72007e-12
16.621	4.71936e-12
16.622	4.71936e-12
16.623	4.71866e-12
16.624	4.71866e-12
16.625	4.71795e-12
16.626	4.71795e-12
16.627	4.71724e-12
16.628	4.71724e-12
16.629	4.71655e-12
16.63	4.71655e-12
16.631	4.71585e-12
16.632	4.71585e-12
16.633	4.71515e-12
16.634	4.71515e-12
16.635	4.71445e-12
16.636	4.71445e-12
16.637	4.71374e-12
16.638	4.71374e-12
16.639	4.71303e-12
16.64	4.71303e-12
16.641	4.71233e-12
16.642	4.71233e-12
16.643	4.71163e-12
16.644	4.71163e-12
16.645	4.71093e-12
16.646	4.71093e-12
16.647	4.71023e-12
16.648	4.71023e-12
16.649	4.70953e-12
16.65	4.70953e-12
16.651	4.70883e-12
16.652	4.70883e-12
16.653	4.70812e-12
16.654	4.70812e-12
16.655	4.70742e-12
16.656	4.70742e-12
16.657	4.70672e-12
16.658	4.70672e-12
16.659	4.70602e-12
16.66	4.70602e-12
16.661	4.70532e-12
16.662	4.70532e-12
16.663	4.70462e-12
16.664	4.70462e-12
16.665	4.70392e-12
16.666	4.70392e-12
16.667	4.70322e-12
16.668	4.70322e-12
16.669	4.70252e-12
16.67	4.70252e-12
16.671	4.70181e-12
16.672	4.70181e-12
16.673	4.70111e-12
16.674	4.70111e-12
16.675	4.70042e-12
16.676	4.70042e-12
16.677	4.69972e-12
16.678	4.69972e-12
16.679	4.69902e-12
16.68	4.69902e-12
16.681	4.69831e-12
16.682	4.69831e-12
16.683	4.69763e-12
16.684	4.69763e-12
16.685	4.69692e-12
16.686	4.69692e-12
16.687	4.69623e-12
16.688	4.69623e-12
16.689	4.69553e-12
16.69	4.69553e-12
16.691	4.69483e-12
16.692	4.69483e-12
16.693	4.69413e-12
16.694	4.69413e-12
16.695	4.69343e-12
16.696	4.69343e-12
16.697	4.69273e-12
16.698	4.69273e-12
16.699	4.69204e-12
16.7	4.69204e-12
16.701	4.69133e-12
16.702	4.69133e-12
16.703	4.69064e-12
16.704	4.69064e-12
16.705	4.68994e-12
16.706	4.68994e-12
16.707	4.68925e-12
16.708	4.68925e-12
16.709	4.68855e-12
16.71	4.68855e-12
16.711	4.68786e-12
16.712	4.68786e-12
16.713	4.68716e-12
16.714	4.68716e-12
16.715	4.68647e-12
16.716	4.68647e-12
16.717	4.68577e-12
16.718	4.68577e-12
16.719	4.68507e-12
16.72	4.68507e-12
16.721	4.68438e-12
16.722	4.68438e-12
16.723	4.68368e-12
16.724	4.68368e-12
16.725	4.683e-12
16.726	4.683e-12
16.727	4.6823e-12
16.728	4.6823e-12
16.729	4.6816e-12
16.73	4.6816e-12
16.731	4.6809e-12
16.732	4.6809e-12
16.733	4.6802e-12
16.734	4.6802e-12
16.735	4.67951e-12
16.736	4.67951e-12
16.737	4.67882e-12
16.738	4.67882e-12
16.739	4.67813e-12
16.74	4.67813e-12
16.741	4.67742e-12
16.742	4.67742e-12
16.743	4.67674e-12
16.744	4.67674e-12
16.745	4.67604e-12
16.746	4.67604e-12
16.747	4.67534e-12
16.748	4.67534e-12
16.749	4.67466e-12
16.75	4.67466e-12
16.751	4.67396e-12
16.752	4.67396e-12
16.753	4.67326e-12
16.754	4.67326e-12
16.755	4.67257e-12
16.756	4.67257e-12
16.757	4.67189e-12
16.758	4.67189e-12
16.759	4.67119e-12
16.76	4.67119e-12
16.761	4.67049e-12
16.762	4.67049e-12
16.763	4.66981e-12
16.764	4.66981e-12
16.765	4.66912e-12
16.766	4.66912e-12
16.767	4.66843e-12
16.768	4.66843e-12
16.769	4.66774e-12
16.77	4.66774e-12
16.771	4.66705e-12
16.772	4.66705e-12
16.773	4.66635e-12
16.774	4.66635e-12
16.775	4.66566e-12
16.776	4.66566e-12
16.777	4.66498e-12
16.778	4.66498e-12
16.779	4.66428e-12
16.78	4.66428e-12
16.781	4.66358e-12
16.782	4.66358e-12
16.783	4.6629e-12
16.784	4.6629e-12
16.785	4.66221e-12
16.786	4.66221e-12
16.787	4.6615e-12
16.788	4.6615e-12
16.789	4.66083e-12
16.79	4.66083e-12
16.791	4.66013e-12
16.792	4.66013e-12
16.793	4.65945e-12
16.794	4.65945e-12
16.795	4.65875e-12
16.796	4.65875e-12
16.797	4.65807e-12
16.798	4.65807e-12
16.799	4.65738e-12
16.8	4.65738e-12
16.801	4.6567e-12
16.802	4.6567e-12
16.803	4.65599e-12
16.804	4.65599e-12
16.805	4.65531e-12
16.806	4.65531e-12
16.807	4.65464e-12
16.808	4.65464e-12
16.809	4.65394e-12
16.81	4.65394e-12
16.811	4.65325e-12
16.812	4.65325e-12
16.813	4.65257e-12
16.814	4.65257e-12
16.815	4.65188e-12
16.816	4.65188e-12
16.817	4.65118e-12
16.818	4.65118e-12
16.819	4.6505e-12
16.82	4.6505e-12
16.821	4.64982e-12
16.822	4.64982e-12
16.823	4.64914e-12
16.824	4.64914e-12
16.825	4.64844e-12
16.826	4.64844e-12
16.827	4.64776e-12
16.828	4.64776e-12
16.829	4.64708e-12
16.83	4.64708e-12
16.831	4.64639e-12
16.832	4.64639e-12
16.833	4.6457e-12
16.834	4.6457e-12
16.835	4.645e-12
16.836	4.645e-12
16.837	4.64433e-12
16.838	4.64433e-12
16.839	4.64364e-12
16.84	4.64364e-12
16.841	4.64295e-12
16.842	4.64295e-12
16.843	4.64226e-12
16.844	4.64226e-12
16.845	4.64158e-12
16.846	4.64158e-12
16.847	4.64088e-12
16.848	4.64088e-12
16.849	4.64022e-12
16.85	4.64022e-12
16.851	4.63953e-12
16.852	4.63953e-12
16.853	4.63883e-12
16.854	4.63883e-12
16.855	4.63817e-12
16.856	4.63817e-12
16.857	4.63747e-12
16.858	4.63747e-12
16.859	4.63679e-12
16.86	4.63679e-12
16.861	4.63611e-12
16.862	4.63611e-12
16.863	4.63542e-12
16.864	4.63542e-12
16.865	4.63474e-12
16.866	4.63474e-12
16.867	4.63407e-12
16.868	4.63407e-12
16.869	4.63337e-12
16.87	4.63337e-12
16.871	4.63269e-12
16.872	4.63269e-12
16.873	4.63202e-12
16.874	4.63202e-12
16.875	4.63132e-12
16.876	4.63132e-12
16.877	4.63064e-12
16.878	4.63064e-12
16.879	4.62995e-12
16.88	4.62995e-12
16.881	4.62928e-12
16.882	4.62928e-12
16.883	4.6286e-12
16.884	4.6286e-12
16.885	4.62792e-12
16.886	4.62792e-12
16.887	4.62724e-12
16.888	4.62724e-12
16.889	4.62655e-12
16.89	4.62655e-12
16.891	4.62587e-12
16.892	4.62587e-12
16.893	4.62519e-12
16.894	4.62519e-12
16.895	4.6245e-12
16.896	4.6245e-12
16.897	4.62383e-12
16.898	4.62383e-12
16.899	4.62315e-12
16.9	4.62315e-12
16.901	4.62246e-12
16.902	4.62246e-12
16.903	4.62178e-12
16.904	4.62178e-12
16.905	4.62112e-12
16.906	4.62112e-12
16.907	4.62044e-12
16.908	4.62044e-12
16.909	4.61974e-12
16.91	4.61974e-12
16.911	4.61906e-12
16.912	4.61906e-12
16.913	4.61838e-12
16.914	4.61838e-12
16.915	4.61771e-12
16.916	4.61771e-12
16.917	4.61703e-12
16.918	4.61703e-12
16.919	4.61636e-12
16.92	4.61636e-12
16.921	4.61567e-12
16.922	4.61567e-12
16.923	4.615e-12
16.924	4.615e-12
16.925	4.61431e-12
16.926	4.61431e-12
16.927	4.61365e-12
16.928	4.61365e-12
16.929	4.61296e-12
16.93	4.61296e-12
16.931	4.61228e-12
16.932	4.61228e-12
16.933	4.6116e-12
16.934	4.6116e-12
16.935	4.61093e-12
16.936	4.61093e-12
16.937	4.61025e-12
16.938	4.61025e-12
16.939	4.60957e-12
16.94	4.60957e-12
16.941	4.60889e-12
16.942	4.60889e-12
16.943	4.60822e-12
16.944	4.60822e-12
16.945	4.60754e-12
16.946	4.60754e-12
16.947	4.60687e-12
16.948	4.60687e-12
16.949	4.60619e-12
16.95	4.60619e-12
16.951	4.60552e-12
16.952	4.60552e-12
16.953	4.60483e-12
16.954	4.60483e-12
16.955	4.60416e-12
16.956	4.60416e-12
16.957	4.60348e-12
16.958	4.60348e-12
16.959	4.60281e-12
16.96	4.60281e-12
16.961	4.60214e-12
16.962	4.60214e-12
16.963	4.60146e-12
16.964	4.60146e-12
16.965	4.60077e-12
16.966	4.60077e-12
16.967	4.60012e-12
16.968	4.60012e-12
16.969	4.59944e-12
16.97	4.59944e-12
16.971	4.59876e-12
16.972	4.59876e-12
16.973	4.59808e-12
16.974	4.59808e-12
16.975	4.59743e-12
16.976	4.59743e-12
16.977	4.59675e-12
16.978	4.59675e-12
16.979	4.59606e-12
16.98	4.59606e-12
16.981	4.59538e-12
16.982	4.59538e-12
16.983	4.59472e-12
16.984	4.59472e-12
16.985	4.59406e-12
16.986	4.59406e-12
16.987	4.59337e-12
16.988	4.59337e-12
16.989	4.5927e-12
16.99	4.5927e-12
16.991	4.59203e-12
16.992	4.59203e-12
16.993	4.59134e-12
16.994	4.59134e-12
16.995	4.59068e-12
16.996	4.59068e-12
16.997	4.59e-12
16.998	4.59e-12
16.999	4.58934e-12
17	4.58934e-12
17.001	4.58864e-12
17.002	4.58864e-12
17.003	4.58798e-12
17.004	4.58798e-12
17.005	4.58731e-12
17.006	4.58731e-12
17.007	4.58663e-12
17.008	4.58663e-12
17.009	4.58598e-12
17.01	4.58598e-12
17.011	4.58531e-12
17.012	4.58531e-12
17.013	4.58463e-12
17.014	4.58463e-12
17.015	4.58397e-12
17.016	4.58397e-12
17.017	4.58329e-12
17.018	4.58329e-12
17.019	4.58261e-12
17.02	4.58261e-12
17.021	4.58196e-12
17.022	4.58196e-12
17.023	4.58127e-12
17.024	4.58127e-12
17.025	4.5806e-12
17.026	4.5806e-12
17.027	4.57993e-12
17.028	4.57993e-12
17.029	4.57927e-12
17.03	4.57927e-12
17.031	4.57859e-12
17.032	4.57859e-12
17.033	4.57792e-12
17.034	4.57792e-12
17.035	4.57727e-12
17.036	4.57727e-12
17.037	4.57659e-12
17.038	4.57659e-12
17.039	4.57592e-12
17.04	4.57592e-12
17.041	4.57526e-12
17.042	4.57526e-12
17.043	4.57459e-12
17.044	4.57459e-12
17.045	4.57391e-12
17.046	4.57391e-12
17.047	4.57324e-12
17.048	4.57324e-12
17.049	4.57258e-12
17.05	4.57258e-12
17.051	4.57192e-12
17.052	4.57192e-12
17.053	4.57125e-12
17.054	4.57125e-12
17.055	4.57057e-12
17.056	4.57057e-12
17.057	4.56991e-12
17.058	4.56991e-12
17.059	4.56924e-12
17.06	4.56924e-12
17.061	4.56856e-12
17.062	4.56856e-12
17.063	4.56788e-12
17.064	4.56788e-12
17.065	4.56724e-12
17.066	4.56724e-12
17.067	4.56657e-12
17.068	4.56657e-12
17.069	4.56589e-12
17.07	4.56589e-12
17.071	4.56524e-12
17.072	4.56524e-12
17.073	4.56457e-12
17.074	4.56457e-12
17.075	4.5639e-12
17.076	4.5639e-12
17.077	4.56324e-12
17.078	4.56324e-12
17.079	4.56257e-12
17.08	4.56257e-12
17.081	4.56191e-12
17.082	4.56191e-12
17.083	4.56123e-12
17.084	4.56123e-12
17.085	4.56056e-12
17.086	4.56056e-12
17.087	4.5599e-12
17.088	4.5599e-12
17.089	4.55924e-12
17.09	4.55924e-12
17.091	4.55858e-12
17.092	4.55858e-12
17.093	4.55791e-12
17.094	4.55791e-12
17.095	4.55725e-12
17.096	4.55725e-12
17.097	4.55659e-12
17.098	4.55659e-12
17.099	4.55593e-12
17.1	4.55593e-12
17.101	4.55526e-12
17.102	4.55526e-12
17.103	4.55459e-12
17.104	4.55459e-12
17.105	4.55393e-12
17.106	4.55393e-12
17.107	4.55326e-12
17.108	4.55326e-12
17.109	4.5526e-12
17.11	4.5526e-12
17.111	4.55195e-12
17.112	4.55195e-12
17.113	4.55127e-12
17.114	4.55127e-12
17.115	4.5506e-12
17.116	4.5506e-12
17.117	4.54994e-12
17.118	4.54994e-12
17.119	4.54929e-12
17.12	4.54929e-12
17.121	4.54863e-12
17.122	4.54863e-12
17.123	4.54795e-12
17.124	4.54795e-12
17.125	4.5473e-12
17.126	4.5473e-12
17.127	4.54664e-12
17.128	4.54664e-12
17.129	4.54598e-12
17.13	4.54598e-12
17.131	4.54532e-12
17.132	4.54532e-12
17.133	4.54465e-12
17.134	4.54465e-12
17.135	4.54398e-12
17.136	4.54398e-12
17.137	4.54332e-12
17.138	4.54332e-12
17.139	4.54266e-12
17.14	4.54266e-12
17.141	4.542e-12
17.142	4.542e-12
17.143	4.54134e-12
17.144	4.54134e-12
17.145	4.54069e-12
17.146	4.54069e-12
17.147	4.54002e-12
17.148	4.54002e-12
17.149	4.53936e-12
17.15	4.53936e-12
17.151	4.53871e-12
17.152	4.53871e-12
17.153	4.53803e-12
17.154	4.53803e-12
17.155	4.53738e-12
17.156	4.53738e-12
17.157	4.53672e-12
17.158	4.53672e-12
17.159	4.53608e-12
17.16	4.53608e-12
17.161	4.5354e-12
17.162	4.5354e-12
17.163	4.53475e-12
17.164	4.53475e-12
17.165	4.53411e-12
17.166	4.53411e-12
17.167	4.53343e-12
17.168	4.53343e-12
17.169	4.53276e-12
17.17	4.53276e-12
17.171	4.53212e-12
17.172	4.53212e-12
17.173	4.53145e-12
17.174	4.53145e-12
17.175	4.53081e-12
17.176	4.53081e-12
17.177	4.53014e-12
17.178	4.53014e-12
17.179	4.52947e-12
17.18	4.52947e-12
17.181	4.52881e-12
17.182	4.52881e-12
17.183	4.52817e-12
17.184	4.52817e-12
17.185	4.5275e-12
17.186	4.5275e-12
17.187	4.52686e-12
17.188	4.52686e-12
17.189	4.5262e-12
17.19	4.5262e-12
17.191	4.52554e-12
17.192	4.52554e-12
17.193	4.52487e-12
17.194	4.52487e-12
17.195	4.52422e-12
17.196	4.52422e-12
17.197	4.52357e-12
17.198	4.52357e-12
17.199	4.52291e-12
17.2	4.52291e-12
17.201	4.52225e-12
17.202	4.52225e-12
17.203	4.52161e-12
17.204	4.52161e-12
17.205	4.52095e-12
17.206	4.52095e-12
17.207	4.52029e-12
17.208	4.52029e-12
17.209	4.51963e-12
17.21	4.51963e-12
17.211	4.51898e-12
17.212	4.51898e-12
17.213	4.5183e-12
17.214	4.5183e-12
17.215	4.51766e-12
17.216	4.51766e-12
17.217	4.517e-12
17.218	4.517e-12
17.219	4.51636e-12
17.22	4.51636e-12
17.221	4.51569e-12
17.222	4.51569e-12
17.223	4.51504e-12
17.224	4.51504e-12
17.225	4.51439e-12
17.226	4.51439e-12
17.227	4.51373e-12
17.228	4.51373e-12
17.229	4.51309e-12
17.23	4.51309e-12
17.231	4.51243e-12
17.232	4.51243e-12
17.233	4.51179e-12
17.234	4.51179e-12
17.235	4.51113e-12
17.236	4.51113e-12
17.237	4.51048e-12
17.238	4.51048e-12
17.239	4.50981e-12
17.24	4.50981e-12
17.241	4.50917e-12
17.242	4.50917e-12
17.243	4.50851e-12
17.244	4.50851e-12
17.245	4.50786e-12
17.246	4.50786e-12
17.247	4.50721e-12
17.248	4.50721e-12
17.249	4.50655e-12
17.25	4.50655e-12
17.251	4.5059e-12
17.252	4.5059e-12
